sample id,source,batch number,batch date,xrf-wafer_formula,xrf-wafer_stdev,xrf-gde_formula,xrf-gde_stdev,libs-wafer_formula,libs-wafer_stdev,xrf-wafter-afteranneal_formula,xrf-wafer_Ag_mean,xrf-wafer_Ag_stdev,xrf-wafer_Au_mean,xrf-wafer_Au_stdev,xrf-gde_Ag_mean,xrf-gde_Ag_stdev,xrf-gde_Au_mean,xrf-gde_Au_stdev,xrf-wafer_Cu_mean,xrf-wafer_Cu_stdev,xrf-wafer_Hg_mean,xrf-wafer_Hg_stdev,xrf-wafer_Ir_mean,xrf-wafer_Ir_stdev,xrf-wafer_Pd_mean,xrf-wafer_Pd_stdev,xrf-wafer_Rh_mean,xrf-wafer_Rh_stdev,xrf-wafer_Ru_mean,xrf-wafer_Ru_stdev,xrf-wafer_Tl_mean,xrf-wafer_Tl_stdev,xrf-wafer_Cd_mean,xrf-wafer_Cd_stdev,xrf-wafer_Sn_mean,xrf-wafer_Sn_stdev,xrf-wafer_Co_mean,xrf-wafer_Co_stdev,xrf-wafer_Cr_mean,xrf-wafer_Cr_stdev,xrf-wafer_Fe_mean,xrf-wafer_Fe_stdev,xrf-wafer_Ga_mean,xrf-wafer_Ga_stdev,xrf-wafer_In_mean,xrf-wafer_In_stdev,xrf-wafer_Mn_mean,xrf-wafer_Mn_stdev,xrf-wafer_Ni_mean,xrf-wafer_Ni_stdev,xrf-wafer_O_mean,xrf-wafer_O_stdev,xrf-wafer_Pb_mean,xrf-wafer_Pb_stdev,xrf-wafer_Si_mean,xrf-wafer_Si_stdev,xrf-wafer_Zn_mean,xrf-wafer_Zn_stdev,xrf-gde_In_mean,xrf-gde_In_stdev,libs-wafer_Au_mean,libs-wafer_Au_stdev,libs-wafer_In_mean,libs-wafer_In_stdev,xrf-gde_Cu_mean,xrf-gde_Cu_stdev,xrf-wafter-afteranneal_Pd_mean,xrf-wafter-afteranneal_Pd_stdev,xrf-wafter-afteranneal_Sn_mean,xrf-wafter-afteranneal_Sn_stdev,xrf-wafter-afteranneal_stdev,xrf-gde_Pd_mean,xrf-gde_Pd_stdev,xrf-gde_Sn_mean,xrf-gde_Sn_stdev,xrf-gde_Zn_mean,xrf-gde_Zn_stdev,xrf-gde_Ga_mean,xrf-gde_Ga_stdev
uoft8_241025_Au-0.625-Cd-0.375_pp0_rep1,uoft,8,241025,Au-0.657-Cd-0.343,"[0.0203059925473573, 0.0398036849215412]",,,,,,0.0075333333333333,0.0370483917779616,0.6056666666666667,0.0203059925473573,,,,,0.0127333333333333,0.0041186567389542,-0.0058333333333333,0.0049571497186723,,,0.0687,0.0228672254547857,,,,,,,0.3166666666666666,0.0398036849215412,,,,,,,,,,,,,,,-0.0058,0.0014525839046333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft8_241025_Au-0.75-Cd-0.25_pp0_rep1,uoft,8,241025,Au-0.718-Cd-0.282,"[0.0409267638593622, 0.0160104132780304]",,,,,,0.0013333333333333,0.0052500793644794,0.652,0.0409267638593622,,,,,0.0584333333333333,0.0183222087460364,-0.0110666666666666,0.0091281615527626,,,0.0522,0.0179030723620276,,,,,,,0.2563333333333333,0.0160104132780304,,,,,,,,,,,,,,,-0.0089666666666666,0.0017214335111567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft8_241025_Cd-0.25-Hg-0.25-Pd-0.5_pp0_rep1,uoft,8,241025,Cd-0.305-Hg-0.177-Pd-0.518,"[0.0202072594216368, 0.0075055534994651, 0.0244404037064311]",,,,,,-0.0118333333333333,0.0048850110883531,-0.0072,0.0003605551275463,,,,,0.0185,0.0067535176019612,0.1766666666666666,0.0075055534994651,,,0.5186666666666667,0.0244404037064311,,,,,,,0.3056666666666666,0.0202072594216368,,,,,,,,,,,,,,,-3.33333333333334e-05,0.0014571661996262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft8_241025_Cd-0.5-Pd-0.5_pp0_rep1,uoft,8,241025,Cd-0.527-Pd-0.473,"[0.0173205080756887, 0.0020816659994661]",,,,,,0.0019999999999999,0.017515992692394,-0.0026333333333333,0.0010263202878893,,,,,0.0122333333333333,0.0018770544300401,-3.333333333333335e-05,0.0010692676621563,,,0.4683333333333332,0.0020816659994661,,,,,,,0.521,0.0173205080756887,,,,,,,,,,,,,,,-0.0006333333333333,0.000723417813807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft8_241025_Cd-0.667-Pd-0.333_pp0_rep1,uoft,8,241025,Cd-0.685-Pd-0.315,"[0.0130511813003012, 0.0100166528008777]",,,,,,0.00085,0.00085,-0.0139,0.001539480431834,,,,,0.0482666666666666,0.0141606261631798,-0.0018666666666666,0.000802080627701,,,0.3063333333333333,0.0100166528008777,,,,,,,0.6663333333333332,0.0130511813003012,,,,,,,,,,,,,,,-0.0089666666666666,0.0013576941236277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft8_241025_Cd-0.75-Pd-0.25_pp0_rep1,uoft,8,241025,Cd-0.742-Pd-0.258,"[0.0085049005481153, 0.007]",,,,,,-0.0040333333333333,0.0077783888648828,-0.0028,0.0005,,,,,0.0111666666666666,0.0036226141573915,-0.0016666666666666,0.0004509249752822,,,0.257,0.007,,,,,,,0.7413333333333333,0.0085049005481153,,,,,,,,,,,,,,,-0.0012333333333333,0.0010214368964029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft8_241025_Cd-0.765-Pd-0.235_pp0_rep1,uoft,8,241025,Cd-0.767-Pd-0.233,"[0.0122882057274444, 0.0138684293751431]",,,,,,-0.0195333333333333,0.002804163571073,-0.0015,0.0004582575694955,,,,,0.0056,0.0020297783130184,-0.0007999999999999,0.0006928203230275,,,0.2366666666666666,0.0138684293751431,,,,,,,0.778,0.0122882057274444,,,,,,,,,,,,,,,0.0018666666666666,0.0010115993936995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft8_241025_Cd-0.875-Ni-0.125_pp0_rep1,uoft,8,241025,Cd-0.829-Ni-0.171,"[0.0049328828623162, 0.0105039675043924]",,,,,,-0.0096,0.0070632853545641,-0.0084,0.0046936126810805,,,,,0.0226999999999999,0.0112280897752021,-0.0048666666666666,0.0033605555096342,,,0.0136999999999999,0.0039849717690342,,,,,,,0.8173333333333334,0.0049328828623162,,,,,,,,,,,,,,,0.1693333333333333,0.0105039675043924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Ag-0.167-Au-0.833_pp0_rep1,uoft,9,241025,Au-1.0,"[0.012894572501638, 0.0185022521151705]",,,,,,-0.0016,0.012894572501638,0.3053333333333333,0.0185022521151705,,,,,0.6556666666666667,0.0037859388972001,-0.0036333333333333,0.0047384948383778,,,0.0169666666666666,0.0147164307266855,,,,,,,0.0387666666666666,0.0103519724368515,,,,,,,,,,,,,,,-0.0115333333333333,0.0035571524191877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Ag-0.222-Au-0.778_pp0_rep1,uoft,9,241025,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Ag-0.25-Au-0.5-Pd-0.25_pp0_rep1,uoft,9,241025,Pd-1.0,"[0.007678758580222, 0.0034117444218463, 0.0005773502691896]",,,,,,-0.0076666666666666,0.007678758580222,-0.0084999999999999,0.0034117444218463,,,,,0.314,0.0153948043183406,0.2056666666666666,0.0160416125540213,,,0.4606666666666667,0.0005773502691896,,,,,,,0.0352333333333333,0.0062067167917775,,,,,,,,,,,,,,,0.0007666666666666,0.0012013880860626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Ag-0.25-Au-0.75_pp0_rep1,uoft,9,241025,Ag-0.4-Au-0.6,"[0.0, 0.1221842870421561]",,,,,,0.248,0.0,0.372,0.1221842870421561,,,,,0.161,0.0579999999999999,-0.0030333333333333,0.0027428695436227,,,0.0559,0.0551,,,,,,,0.20895,0.12105,,,,,,,,,,,,,,,-0.0210999999999999,0.0031096623610932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Ag-0.25-Cu-0.25-Pd-0.5_pp0_rep1,uoft,9,241025,Ag-0.063-Cu-0.21-Pd-0.727,"[0.0441031744889185, 0.0620671679177754, 0.0355105618091294]",,,,,,0.0436,0.0441031744889185,0.2689999999999999,0.0200748598998847,,,,,0.1456666666666666,0.0620671679177754,-0.0016333333333333,0.0014189197769195,,,0.505,0.0355105618091294,,,,,,,0.0477666666666666,0.0227352882834885,,,,,,,,,,,,,,,-0.0094333333333333,0.0109664640305493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Ag-0.25-Hg-0.25-Pd-0.5_pp0_rep1,uoft,9,241025,Hg-0.302-Pd-0.698,"[0.0089801633244241, 0.0125033328890073, 0.0364600237703342]",,,,,,-0.0069666666666666,0.0089801633244241,-0.0056666666666666,0.0016041612554021,,,,,0.0139,0.0029715315916207,0.2913333333333333,0.0125033328890073,,,0.6713333333333334,0.0364600237703342,,,,,,,0.0350666666666666,0.0102510162097878,,,,,,,,,,,,,,,0.001,0.0031480152477394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Ag-0.5-Au-0.25-Pd-0.25_pp0_rep1,uoft,9,241025,Ag-0.015-Au-0.906-Pd-0.08,"[0.038011357951714, 0.0259422435421456, 0.0175374836659463]",,,,,,0.0085666666666666,0.038011357951714,0.558,0.0259422435421456,,,,,0.359,0.0213775583264319,-0.0025666666666666,0.0065317174872565,,,0.0494666666666666,0.0175374836659463,,,,,,,0.0243333333333333,0.0178421784918023,,,,,,,,,,,,,,,0.0029333333333333,0.0012503332889007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Ag-0.615-Au-0.385_pp0_rep1,uoft,9,241025,Au-1.0,"[0.0128784056984291, 0.0269505720409295]",,,,,,-0.0171666666666666,0.0128784056984291,0.3453333333333333,0.0269505720409295,,,,,0.0187666666666666,0.0010214368964029,0.0063333333333333,0.0011718930554164,,,0.6083333333333333,0.0255016339345802,,,,,,,0.0361666666666666,0.0172529224577557,,,,,,,,,,,,,,,0.0023333333333333,0.0012220201853215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Ag-0.667-Au-0.333_pp0_rep1,uoft,9,241025,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Ag-0.7-Au-0.3_pp0_rep1,uoft,9,241025,Ag-0.571-Au-0.429,"[0.0472863616701475, 0.0191572440606679]",,,,,,0.401,0.0472863616701475,0.301,0.0191572440606679,,,,,0.0218666666666666,0.0092813432935827,0.0004333333333333,0.0008504900548115,,,0.2436666666666666,0.0353600527903074,,,,,,,0.0336333333333333,0.0187617518727152,,,,,,,,,,,,,,,-0.0016333333333333,0.0016743157806499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Ag-0.75-Au-0.25_pp0_rep1,uoft,9,241025,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Ag-0.833-Au-0.167_pp0_rep1,uoft,9,241025,Ag-0.376-Au-0.624,"[0.1122, 0.155]",,,,,,0.2118,0.1122,0.352,0.155,,,,,0.1294999999999999,0.0194999999999999,-0.0047,0.0038691084244306,,,0.125,0.0019999999999999,,,,,,,0.1292,0.0558,,,,,,,,,,,,,,,-0.0200333333333333,0.00455668007801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Au-0.25-Cu-0.25-Pd-0.5_pp0_rep1,uoft,9,241025,Au-0.244-Cu-0.322-Pd-0.435,"[0.0198578280114753, 0.0047258156262526, 0.0076376261582597]",,,,,,0.0028,0.0066189122973491,0.2293333333333333,0.0198578280114753,,,,,0.3023333333333333,0.0047258156262526,-0.0007333333333333,0.0003055050463303,,,0.4083333333333334,0.0076376261582597,,,,,,,0.0724666666666666,0.0279027477738901,,,,,,,,,,,,,,,-0.0146333333333333,0.0128974157618235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Au-0.25-Cu-0.5-Pd-0.25_pp0_rep1,uoft,9,241025,Au-0.438-Cu-0.468-Pd-0.095,"[0.0133166562369587, 0.0105356537528527, 0.012858589865663]",,,,,,-0.0024666666666666,0.0220091647577397,0.4256666666666667,0.0133166562369587,,,,,0.455,0.0105356537528527,0.0002333333333333,0.0012342339054382,,,0.0920666666666666,0.012858589865663,,,,,,,0.0306666666666666,0.012589413542073,,,,,,,,,,,,,,,-0.0010666666666666,0.0013428824718989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Au-0.25-Hg-0.25-Pd-0.5_pp0_rep1,uoft,9,241025,Hg-0.352-Pd-0.648,"[0.0023430749027719, 0.0060827625302982, 0.003]",,,,,,0.2156666666666666,0.0128970280814354,-0.0083,0.0023430749027719,,,,,0.0123666666666666,0.0060583276020147,0.253,0.0060827625302982,,,0.4659999999999999,0.003,,,,,,,0.0594333333333333,0.0169768469785568,,,,,,,,,,,,,,,0.0018333333333333,0.0029022979401386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Au-0.25-Pd-0.75_pp0_rep1,uoft,9,241025,Pd-1.0,"[0.0043266615305567, 0.0197568553503166]",,,,,,-0.0109999999999999,0.0088221312617756,-0.0070999999999999,0.0043266615305567,,,,,0.69,0.0242693221990232,0.0009999999999999,0.0027874719729532,,,0.3106666666666666,0.0197568553503166,,,,,,,0.0210333333333333,0.0047173438854225,,,,,,,,,,,,,,,-0.0048,0.0033778691508109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Au-0.333-Cu-0.667_pp0_rep1,uoft,9,241025,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Au-0.375-Pd-0.625_pp0_rep1,uoft,9,241025,Au-0.651-Pd-0.349,"[0.0618304132284428, 0.0716868188720911]",,,,,,-0.0145666666666666,0.0155275024821551,0.6069999999999999,0.0618304132284428,,,,,0.0451666666666666,0.028432434530538,0.0014333333333333,0.002010804150914,,,0.326,0.0716868188720911,,,,,,,0.0421333333333333,0.0096521154848734,,,,,,,,,,,,,,,-0.0073333333333333,0.0103587322261622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Au-0.4-Cu-0.6_pp0_rep1,uoft,9,241025,Au-0.866-Cu-0.134,"[0.1484093438208435, 0.0794805846313005]",,,,,,0.0995999999999999,0.0249375219298149,0.6413333333333334,0.1484093438208435,,,,,0.0992333333333333,0.0794805846313005,-0.0118666666666666,0.0065156222521976,,,0.0944,0.0360584248130724,,,,,,,0.0895666666666666,0.0678019419584227,,,,,,,,,,,,,,,-0.0125333333333333,0.0066402811185471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Au-0.5-Cu-0.25-Pd-0.25_pp0_rep1,uoft,9,241025,Au-0.607-Cu-0.048-Pd-0.345,"[0.023895606290697, 0.0071668217037493, 0.0274286954362276]",,,,,,0.1906666666666666,0.0550121198767447,0.447,0.023895606290697,,,,,0.0351333333333333,0.0071668217037493,0.0040333333333333,0.0019857828011475,,,0.2543333333333333,0.0274286954362276,,,,,,,0.0728333333333333,0.0195561584503023,,,,,,,,,,,,,,,-0.0041,0.0021931712199461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Au-0.5-Cu-0.375-Pd-0.125_pp0_rep1,uoft,9,241025,Au-0.287-Cu-0.689-Pd-0.023,"[0.0052915026221291, 0.0085049005481153, 0.0113773166139179]",,,,,,-0.0051333333333333,0.0074888806462203,0.283,0.0052915026221291,,,,,0.6786666666666669,0.0085049005481153,-0.0024333333333333,0.0019399312702601,,,0.0227333333333333,0.0113773166139179,,,,,,,0.0239666666666666,0.0074701628719415,,,,,,,,,,,,,,,-0.0006,0.0026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Au-0.625-Pd-0.375_pp0_rep1,uoft,9,241025,Au-0.799-Pd-0.201,"[0.015695009822658, 0.0196553639837407]",,,,,,0.0010333333333333,0.0024378952670968,0.7273333333333333,0.015695009822658,,,,,0.0501333333333333,0.0088285521651816,-0.006,0.0092504053965218,,,0.1833333333333333,0.0196553639837407,,,,,,,0.0559,0.005881326381013,,,,,,,,,,,,,,,-0.0118333333333333,0.003523256069793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Au-0.667-Cu-0.333_pp0_rep1,uoft,9,241025,Au-0.661-Cu-0.339,"[0.0220529665426974, 0.0221133443874959]",,,,,,0.0120666666666666,0.031938430351746,0.4983333333333333,0.0220529665426974,,,,,0.255,0.0221133443874959,0.0024333333333333,0.00268390263112,,,0.2093333333333333,0.0540955943985583,,,,,,,0.0214666666666666,0.0034355979586286,,,,,,,,,,,,,,,0.0013333333333333,0.0025482019804821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Au-0.75-Pd-0.25_pp0_rep1,uoft,9,241025,Au-0.401-Pd-0.599,"[0.0085049005481153, 0.0729474696842415]",,,,,,0.0002333333333333,0.010947297992351,0.2653333333333333,0.0085049005481153,,,,,0.0560666666666666,0.0451903013193465,0.2456666666666666,0.0112398102000582,,,0.3956666666666666,0.0729474696842415,,,,,,,0.0421666666666666,0.0241580904322616,,,,,,,,,,,,,,,-0.0052333333333333,0.0045544849690533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Cu-0.25-Hg-0.25-Pd-0.5_pp0_rep1,uoft,9,241025,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Cu-0.6-Pd-0.4_pp0_rep1,uoft,9,241025,Cu-0.734-Pd-0.266,"[0.0086602540378443, 0.0055075705472861]",,,,,,-0.0084,0.0085135186615171,0.2303333333333333,0.0075055534994651,,,,,0.5579999999999999,0.0086602540378443,6.666666666666668e-05,0.0002886751345948,,,0.2016666666666666,0.0055075705472861,,,,,,,0.0202,0.0018681541692269,,,,,,,,,,,,,,,-0.0013,0.0021656407827707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Cu-0.667-Pd-0.333_pp0_rep1,uoft,9,241025,Cu-0.706-Pd-0.294,"[0.0392598183048945, 0.013076696830622]",,,,,,0.0316666666666666,0.041596193736126,-0.0184,0.0055461698495448,,,,,0.6413333333333333,0.0392598183048945,0.0453666666666666,0.0021385353243127,,,0.2669999999999999,0.013076696830622,,,,,,,0.0383333333333333,0.0235839634780359,,,,,,,,,,,,,,,-0.0053999999999999,0.0050862559904118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Hg-0.2-Pd-0.8_pp0_rep1,uoft,9,241025,Hg-0.267-Pd-0.733,"[0.0168027775481714, 0.09559811713627]",,,,,,0.0286,0.0349651254824003,-0.0115333333333333,0.0071765822877838,,,,,0.0361,0.0472977800747561,0.2413333333333333,0.0168027775481714,,,0.661,0.09559811713627,,,,,,,0.0412333333333333,0.0177497417821593,,,,,,,,,,,,,,,0.0034333333333333,0.0077982904109383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Hg-0.25-Pd-0.75_pp0_rep1,uoft,9,241025,Pd-1.0,"[0.0077116794539192, 0.0100194810244842]",,,,,,0.0435,0.0375503661766433,0.8310000000000001,0.0205182845286831,,,,,0.0696666666666666,0.0216823276733226,-0.011,0.0077116794539192,,,0.036,0.0100194810244842,,,,,,,0.0445666666666666,0.0124500334671571,,,,,,,,,,,,,,,-0.0134666666666666,0.0069615611276015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft9_241025_Hg-0.333-Pd-0.667_pp0_rep1,uoft,9,241025,Hg-0.391-Pd-0.609,"[0.0160416125540213, 0.0269629375254254]",,,,,,0.0004666666666666,0.0003055050463303,-0.0226,0.0029597297173897,,,,,0.0733333333333333,0.0124717013006779,0.3553333333333333,0.0160416125540213,,,0.553,0.0269629375254254,,,,,,,0.0422666666666666,0.0100550153323271,,,,,,,,,,,,,,,-0.0021666666666666,0.0029022979401386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vsp6_240718_In-0.111-Zn-0.889_pp0_rep1,vsp,6,240718,In-0.315-Zn-0.685,"[0.0340734500748016, 0.0340734500748017]",In-0.383-Zn-0.617,"[0.0030550504633038, 0.0030550504633038]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.315,0.0340734500748016,,,,,,,,,,,0.6849999999999999,0.0340734500748017,0.3833333333333333,0.0030550504633038,,,,,,,,,,,,,,,,0.6166666666666667,0.0030550504633038,,
vsp6_240718_In-0.167-Zn-0.833_pp0_rep1,vsp,6,240718,In-0.346-Zn-0.654,"[0.0557524289455924, 0.0557524289455924]",In-0.393-Zn-0.607,"[0.0100166528008778, 0.0100166528008778]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3463333333333334,0.0557524289455924,,,,,,,,,,,0.6536666666666667,0.0557524289455924,0.3933333333333333,0.0100166528008778,,,,,,,,,,,,,,,,0.6066666666666667,0.0100166528008778,,
vsp6_240718_In-0.167-Zn-0.833_pp0_rep2,vsp,6,240718,In-0.318-Zn-0.682,"[0.0682226746275264, 0.0682226746275264]",In-0.394-Zn-0.606,"[0.0110151410945722, 0.0110151410945722]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3176666666666667,0.0682226746275264,,,,,,,,,,,0.6823333333333332,0.0682226746275264,0.3936666666666666,0.0110151410945722,,,,,,,,,,,,,,,,0.6063333333333333,0.0110151410945722,,
vsp6_240718_In-0.167-Zn-0.833_pp0_rep3,vsp,6,240718,In-0.33-Zn-0.67,"[0.0117189305541646, 0.0117189305541646]",In-0.33-Zn-0.67,"[0.0113724814061546, 0.0113724814061546]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3303333333333333,0.0117189305541646,,,,,,,,,,,0.6696666666666666,0.0117189305541646,0.3296666666666666,0.0113724814061546,,,,,,,,,,,,,,,,0.6703333333333332,0.0113724814061546,,
vsp6_240718_In-0.25-Zn-0.75_pp0_rep1,vsp,6,240718,In-0.298-Zn-0.702,"[0.0281602556806574, 0.0281602556806574]",In-0.332-Zn-0.668,"[0.0187349939951952, 0.0187349939951952]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.298,0.0281602556806574,,,,,,,,,,,0.702,0.0281602556806574,0.332,0.0187349939951952,,,,,,,,,,,,,,,,0.668,0.0187349939951952,,
vsp6_240718_In-0.25-Zn-0.75_pp0_rep2,vsp,6,240718,In-0.299-Zn-0.701,"[0.0378989885529064, 0.0378989885529064]",In-0.363-Zn-0.637,"[0.0132287565553229, 0.0132287565553229]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2993333333333333,0.0378989885529064,,,,,,,,,,,0.7006666666666667,0.0378989885529064,0.363,0.0132287565553229,,,,,,,,,,,,,,,,0.637,0.0132287565553229,,
vsp6_240718_In-0.25-Zn-0.75_pp0_rep3,vsp,6,240718,In-0.315-Zn-0.685,"[0.0216333076527839, 0.0216333076527839]",In-0.322-Zn-0.678,"[0.0113724814061546, 0.0113724814061546]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3149999999999999,0.0216333076527839,,,,,,,,,,,0.6849999999999999,0.0216333076527839,0.3216666666666667,0.0113724814061546,,,,,,,,,,,,,,,,0.6783333333333333,0.0113724814061546,,
vsp6_240718_In-0.31-Zn-0.69_pp0_rep1,vsp,6,240718,In-0.25-Zn-0.75,"[0.0346746785613555, 0.0346746785613556]",In-0.303-Zn-0.697,"[0.0185831464863551, 0.0185831464863551]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2503333333333333,0.0346746785613555,,,,,,,,,,,0.7496666666666667,0.0346746785613556,0.3033333333333333,0.0185831464863551,,,,,,,,,,,,,,,,0.6966666666666667,0.0185831464863551,,
vsp6_240718_In-0.37-Zn-0.63_pp0_rep2,vsp,6,240718,In-0.287-Zn-0.713,"[0.02720906711619, 0.02720906711619]",In-0.323-Zn-0.677,"[0.0160104132780304, 0.0160104132780304]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2873333333333333,0.02720906711619,,,,,,,,,,,0.7126666666666668,0.02720906711619,0.3233333333333333,0.0160104132780304,,,,,,,,,,,,,,,,0.6766666666666666,0.0160104132780304,,
vsp6_240718_In-0.44-Zn-0.56_pp0_rep3,vsp,6,240718,In-0.319-Zn-0.681,"[0.0378725934328946, 0.0378725934328946]",In-0.356-Zn-0.644,"[0.0136503968196288, 0.0136503968196288]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3193333333333333,0.0378725934328946,,,,,,,,,,,0.6806666666666666,0.0378725934328946,0.3556666666666667,0.0136503968196288,,,,,,,,,,,,,,,,0.6443333333333334,0.0136503968196288,,
vsp6_240718_In-0.5-Zn-0.5_pp0_rep1,vsp,6,240718,In-0.357-Zn-0.643,"[0.0490034012424988, 0.0490034012424988]",In-0.419-Zn-0.581,"[0.0035118845842842, 0.0035118845842841]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3573333333333333,0.0490034012424988,,,,,,,,,,,0.6426666666666666,0.0490034012424988,0.4193333333333333,0.0035118845842842,,,,,,,,,,,,,,,,0.5806666666666667,0.0035118845842841,,
vsp6_240718_In-0.5-Zn-0.5_pp0_rep2,vsp,6,240718,In-0.323-Zn-0.677,"[0.0337095436535906, 0.0337095436535906]",In-0.368-Zn-0.632,"[0.0153079500042733, 0.0153079500042733]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3233333333333333,0.0337095436535906,,,,,,,,,,,0.6766666666666667,0.0337095436535906,0.3676666666666666,0.0153079500042733,,,,,,,,,,,,,,,,0.6323333333333333,0.0153079500042733,,
vsp6_240718_In-0.5-Zn-0.5_pp0_rep3,vsp,6,240718,In-0.293-Zn-0.707,"[0.0525959440768328, 0.0525959440768328]",In-0.349-Zn-0.651,"[0.0177857620959387, 0.0177857620959388]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2933333333333333,0.0525959440768328,,,,,,,,,,,0.7066666666666667,0.0525959440768328,0.3493333333333333,0.0177857620959387,,,,,,,,,,,,,,,,0.6506666666666667,0.0177857620959388,,
vsp6_240718_In-0.54-Zn-0.46_pp0_rep1,vsp,6,240718,In-0.418-Zn-0.582,"[0.030072135496724, 0.030072135496724]",In-0.441-Zn-0.559,"[0.0075498344352707, 0.0075498344352707]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4183333333333333,0.030072135496724,,,,,,,,,,,0.5816666666666667,0.030072135496724,0.441,0.0075498344352707,,,,,,,,,,,,,,,,0.559,0.0075498344352707,,
vsp6_240718_In-0.571-Zn-0.429_pp0_rep1,vsp,6,240718,In-0.424-Zn-0.576,"[0.0314324672910034, 0.0314324672910034]",In-0.46-Zn-0.54,"[0.0069282032302754, 0.0069282032302755]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4239999999999999,0.0314324672910034,,,,,,,,,,,0.5760000000000001,0.0314324672910034,0.4599999999999999,0.0069282032302754,,,,,,,,,,,,,,,,0.54,0.0069282032302755,,
